sentId,sentence
arnica_2_2,I  would  recomnd it  to  all.
arnica_3_0,I use the tablets for insect bites.
arnica_3_1,"When I take Arnica, the bites don't swell and itch; therefore I don't scratch."
arnica_3_2,Works like a charm for me!
arnica_4_0,"I am a Pre-Professional Dancer, I typically use arnica to help treat sore muscles."
arnica_4_1,But recently while dancing I sprained my ankle worse than I ever have in my life.
arnica_4_2,There was a loud crack and my ankle swelled up to be about the size of an orange.
arnica_4_3,I immediately started taking arnica tablets and by the next day the swelling had died down to almost nothing.
arrowroot_1_0,Arrow root is also known as nduma (italics) in Kenya and forms a staple food in many parts of the country.
arrowroot_1_1,I eat it's a tasty complex carbohydrate and it has a soothing effect to the gut in times of diarrhoea.
arrowroot_1_2,"It is also believed to help hormonal balance in women, hence in some communities men avoid eating it."
arrowroot_3_0,"loose motion 2yr  baby boy, when drink him, he is getting f9"
arrowroot_4_0,I use this on my dogs when they get a cut or sore on the skin.
arrowroot_4_3,It works so well on my cut that I swear I saw it healing while I was looking at it.
arrowroot_4_4,It took a day and a half to form a scab on it.
arrowroot_5_1,Worked well after eating it boiled with white sugar and water.
arrowroot_5_2,Stopped cramps and soothed stomach.
arrowroot_5_3,Used one more time after bathroom use.
arsenic_1_0,in Sneezing and nose blockage it has effective results
arsenic_2_1,So they are lying about one or the other.
artemisia-herba-alba_1_0,I have always had trouble with my heart beat.
artemisia-herba-alba_1_1,Also my feet burn and the artemisia helps my heart beat and my burning in my feet.
artichoke_1_0,after drinking 1.5 liter of artichoke tea my blood pressure lowers from 150/100 to 113/77.
artichoke_1_1,I did not take any medicines.
artichoke_1_2,The fresh artichoke was slided and dried for use as tea.
artichoke_2_0,L lose weight t same time
artichoke_4_0,I started taking the artichoke tea for weightloss.
artichoke_4_1,It was hard to find but was able to buy if at an asian store in town.
artichoke_4_2,i have lost 5lbs in almost 2 weeks.
artichoke_4_3,I get very thirsty and takes away junk food cravings.
artichoke_4_4,I don't eat as much because i feel full faster.
artichoke_5_0,I lost 12 Pns in 4 weeks.
asafoetida_1_1,I also do specific exercises in the pool and gym and use a sauna when possible
asafoetida_2_0,i use for gas and it works great...
asafoetida_3_0,This is one of my favorite seasonings.
asafoetida_3_1,It has a musky garlic flavor that is so much better cooked then it smells or tastes raw.
asafoetida_3_2,Don't suffer by taking it raw when you can enjoy it in your food!
ascorbigen_1_0,it sucks so bad i gave it a 5 star rating.
ashitaba_1_0,I am healed by my atritis and blood sugar
ashwagandha_1_0,It takes me approximately 2 weeks to feel full affects.
ashwagandha_1_1,I recommend to cycle off of it instead of going completely without.
ashwagandha_1_2,I went without and had a depressive and anxiety episode.I was thinking of admitting myself because of it.
ashwagandha_1_3,Please use responsibly by notating any changes in emotions or mindset.
ashwagandha_1_4,I was taking only 250 mg per day.
ashwagandha_1_5,It does help me with anxiety and OCD tendencies.
ashwagandha_2_0,This has been very effective for me for anxiety with palpitations.
ashwagandha_2_1,I have been taking it for the last two weeks.
ashwagandha_2_2,I would rate it 4.5/5.
ashwagandha_3_0,I have been on KSM-66 version of Ashawagandha and I noticed I have sleeping issues and I started menustrating.
ashwagandha_3_1,I have felt a bit more irratible or sensitive to negative issues.
ashwagandha_3_2,"I Feel different, better but like a different thought pattern."
ashwagandha_3_3,I will go to my gyro about the menses starting as I am 64.
ashwagandha_3_4,I follow Mercola.com and his eating regimen.
ashwagandha_4_0,I use to have trouble driving and going out would be an issue at times..
ashwagandha_4_1,This product changed my life
ashwagandha_5_0,"Really helped with my anxiety disorder, but terrible diarrhea."
ashwagandha_5_1,"Needless to say, I had to stop taking it."
asparagus_4_1,I have tested this many times it works without fail.
asparagus-racemosus_1_0,I was suffering from cold and had great difficulty in breathing at night.
asparagus-racemosus_1_1,My bronchitis made it even more difficult to breath specially at night.
asparagus-racemosus_1_2,I found a root which looked like safed musli and chewed it.
asparagus-racemosus_1_3,"To my surprise cold just vanished, breathing became very very smooth, both nostrils opened for breathing at night."
asparagus-racemosus_1_5,I showed it to a herb specialist who confirmed that the root is of satavari Aasparagus Racemosus.
asparagus-racemosus_1_6,I also felt increase in libido.
astaxanthin_1_1,I don't like using sun screen and this supplements works to help keep me from sunburning.
astaxanthin_1_2,"Good for eyes, sore muscles etc.etc."
astaxanthin_1_4,Can't say enough good things about it.
astaxanthin_2_0,I was subject to recurrent facial SCC damage which was treated every few years with Efudex.
astaxanthin_2_1,It was painful and looked bad.
astaxanthin_2_2,"As I live in the Caribbean , sun exposure is unavoidable."
astaxanthin_2_3,Using daily Astaxanthin I have not had any recurrence for seven years.
astaxanthin_2_4,Other possible benefits are too hard to assess but at age 80 I am playing regular tennis with much younger people.
astaxanthin_3_0,I have taken this twice daily at 4Mg and recently started taking 12 MG in the morning and 4 Mg in the evening.
astaxanthin_3_1,"I'm 74 and 3 years ago started to have thin skin issues, bleeding and bruising easily."
astaxanthin_3_2,At 1 pill per day I felt some improvement then started double that dose and wow!
astaxanthin_3_3,My skin is soft and flexible again and I don't get sores and bruised arms at all.
astaxanthin_3_4,My eyes feel great and even though I fish in the sun all day often I get no sun burn.
astaxanthin_3_5,"I feel young again, work 10 hour days, and have great energy."
astaxanthin_3_6,This really works and I recommend you try it.
astaxanthin_3_7,I buy from Stop Aging Now on line.
astaxanthin_5_0,"I began taking this supplement 60 days prior to a trip to Central America, to prevent radiation damage from body scanners."
astaxanthin_5_1,"I was at the beach for hours with NO sunscreen, and didn't even tan, much less burn."
astaxanthin_5_2,Really amazed at the effect.
astaxanthin_5_3,Will repeat for trip to the Caribbean next month.
astragalus_1_0,I used ki immune defence & energy formula by Martin & pleasance to help recover after having tonsillitis.
astragalus_1_1,After being on heavy anti biotics I felt very run down.
astragalus_1_2,My traditional vitamin supplements I take were not working.
astragalus_1_3,"After only a few days of taking double the recommended dose I had energy, felt a lot better and a general overall well being."
astragalus_1_4,Only side effects I had was fluid retention and stools changing colour.
astragalus_1_5,I highly recommend this supplement to anyone who is feeling run down due to sickness.
astragalus_1_6,Whether it's post viral fatigue or general feeling of being run down.
astragalus_1_7,I believe it really works.
astragalus_1_8,It contains a mixture of astragalus+shiitake+olive leaf.
astragalus_3_0,I normally buy the raw herb and take it with eluethero root as traditionally used for immune boosting.
astragalus_3_1,I do 3/4 teaspoon twice a day (morning and noon b/c it will wake you up a bit) in hot tea.
autumn-crocus_2_0,"Colchicine works, but the federal government, now has banned it."
avocado_2_0,long slow cooked avocado pit cooked in a stew MAY have helped my knee after a fall and helped my lingering pain after sciatica
avocado_3_0,I just love eating avocados.
avocado_3_1,They are the only reason I eat burritos.
ba-ji-tian_1_0,I was on pain meds that made me feel sick and tired all the time.
ba-ji-tian_1_1,A friend gave me a bottle of NONI to try and it has worked wonders!
ba-ji-tian_1_2,I am now almost totally pain free and I only take two in the morning and two at night.
bacillus-coagulans_1_0,"Bought some ice cream with this probiotic, I thought I had gall stones the pain was so sharp."
bacillus-coagulans_1_1,Avoid the ice cream if your intent is to relax and enjoy yourself.
bacillus-coagulans_2_0,I first was prescribed bacillus coagulans while taking an antibiotic.
bacillus-coagulans_2_1,I was very pleased that I did not have the usual intestinal problems.
bacillus-coagulans_2_2,I continued to take it.
bacillus-coagulans_2_3,I switched briefly to a different probiotic and returned right away to the coagulans.
bacillus-coagulans_2_4,Walgreens has an affordable gummy version.
bacillus-coagulans_3_0,I have IBS and it came raging back after 2 doses of different antibiotics.
bacillus-coagulans_3_1,"I started taking a new product, RAW FIBER from GOL and it had bacillus coagulens in it."
bacillus-coagulans_3_2,It worked better than anything has in the past - taking only about 6 weeks to get my IBS back in complete control.
bacillus-coagulans_3_3,In the past it has taken months and months.
bacillus-coagulans_3_4,Also resolved abdominal pain almost immediately.
bacillus-coagulans_3_6,Have been taking for 8+ weeks now and still doing great!!
bacillus-coagulans_4_0,I get Bacillus coagulans from KeVita Sparkling Probiotic Drinks.
bacillus-coagulans_4_1,Consuming 1 bottle 4-5 days in a row always resolves my digestive issues and I am convinced it helps my immune system.
bacopa_1_0,This helped me stay focused on the job and perform multiple tasks at the same time.
bacopa_2_1,"Found it was very strong amount, causing restlessness and rushing to a point of being over whelmed."
bacopa_2_2,"Good product, and will cut the pill in two or three parts for future use."
bacopa_3_1,If capsules are not available I buy liquid extract of Bacopa and take 10 drops in 150 ml water.
bacopa_3_2,"Then along with memory,I get strong sexual erections also."
bacopa_3_3,These are not new experience.
bacopa_3_4,Since 5 years I use this.
bacopa_3_5,But I will not take Bacopa for more than one month in one go.
bacopa_3_6,After few months again when memory problem affects I will again take it.
bacopa_3_7,I have noticed no other side effects.
bacopa_5_1,Be careful because it can lower blood pressure drastically.
bacopa_5_2,I took one pill (100 mg bacopa extract and 345 mg bacopa leaf in each) -Vitamin Shoppe brand.
bacopa_5_3,"Ate no bkfst, just did my normal routine at the gym."
bacopa_5_4,"I got dizzy during workout, nausea, blurred vision, almost passed out in gym restroom."
bacopa_5_6,Got workers to attend me and laid down.
bacopa_5_8,Drank a bit of water and half hour later felt better.
bacopa_5_9,"Got home, checked blood pressure, low like 110/65."
bacopa_5_10,Must have been lower at gym.
bacopa_5_11,Took about 2 hours to return to 120/80.
bacopa_5_12,Start with tiny dose and check.
bacopa_5_13,Eat food with it maybe.
baikal-skullcap_2_1,The pain faded and then disappeared.
baikal-skullcap_2_2,I've recently started taking it again for pain in my knees.
bamboo_1_0,I noticed that my nails grew and never chipped or broke when taking bamboo.
bamboo_1_1,My hair also grew thicker and faster.
